sampleid,date,site,species,numbercaught,numberseen,weight,juveniles,males,females
1,15/11/2010,Lopinot d,Andinoacara pulcher,1,0,4.9,,,
1,15/11/2010,Lopinot d,Andinoacara pulcher,1,0,11.2,,,
1,15/11/2010,Lopinot d,Andinoacara pulcher,1,0,5.5,,,
1,15/11/2010,Lopinot d,Andinoacara pulcher,1,0,12.1,,,
1,15/11/2010,Lopinot d,Andinoacara pulcher,1,0,12.1,,,
1,15/11/2010,Lopinot d,Andinoacara pulcher,1,0,39.8,,,
1,15/11/2010,Lopinot d,Andinoacara pulcher,0,8,5.5,,,
1,15/11/2010,Lopinot d,Hemibrycon taeniurus,1,0,6.6,,,
1,15/11/2010,Lopinot d,Hypostomus robinii,1,0,5.3,,,
1,15/11/2010,Lopinot d,Poecilia reticulata,114,0,0.12,37,34,43
1,15/11/2010,Lopinot d,Hypostomus robinii,0,1,60,,,
2,15/11/2010,Lopinot u,Andinoacara pulcher,1,0,1.6,,,
2,15/11/2010,Lopinot u,Andinoacara pulcher,1,0,26.6,,,
2,15/11/2010,Lopinot u,Andinoacara pulcher,1,0,40,,,
2,15/11/2010,Lopinot u,Andinoacara pulcher,1,0,3.3,,,
2,15/11/2010,Lopinot u,Andinoacara pulcher,1,0,3,,,
2,15/11/2010,Lopinot u,Andinoacara pulcher,1,0,2.8,,,
2,15/11/2010,Lopinot u,Andinoacara pulcher,1,0,12.5,,,
2,15/11/2010,Lopinot u,Andinoacara pulcher,1,0,4.8,,,
2,15/11/2010,Lopinot u,Andinoacara pulcher,1,0,10.3,,,
2,15/11/2010,Lopinot u,Andinoacara pulcher,2,0,3.2,,,
2,15/11/2010,Lopinot u,Andinoacara pulcher,1,0,1.5,,,
2,15/11/2010,Lopinot u,Andinoacara pulcher,2,0,2.5,,,
2,15/11/2010,Lopinot u,Andinoacara pulcher,0,1,1.6,,,
2,15/11/2010,Lopinot u,Hoplias malabaricus,1,0,12,,,
2,15/11/2010,Lopinot u,Poecilia reticulata,121,0,0.1,63,19,39
2,15/11/2010,Lopinot u,Hypostomus robinii,0,1,40,,,
3,19/11/2010,Lower Aripo d,Andinoacara pulcher,0,1,15,,,
3,19/11/2010,Lower Aripo d,Astyanax bimaculatus,2,0,4.5,,,
3,19/11/2010,Lower Aripo d,Astyanax bimaculatus,1,0,6.4,,,
3,19/11/2010,Lower Aripo d,Astyanax bimaculatus,9,0,1.5,,,
3,19/11/2010,Lower Aripo d,Astyanax bimaculatus,15,0,2.5,,,
3,19/11/2010,Lower Aripo d,Astyanax bimaculatus,6,0,3.5,,,
3,19/11/2010,Lower Aripo d,Astyanax bimaculatus,1,0,1.9,,,
3,19/11/2010,Lower Aripo d,Astyanax bimaculatus,1,0,10,,,
3,19/11/2010,Lower Aripo d,Hemibrycon taeniurus,0,400,0.6,,,
3,19/11/2010,Lower Aripo d,Hemibrycon taeniurus,12,0,0.6,,,
3,19/11/2010,Lower Aripo d,Hemibrycon taeniurus,2,0,1.5,,,
3,19/11/2010,Lower Aripo d,Hemibrycon taeniurus,8,0,0.8,,,
3,19/11/2010,Lower Aripo d,Hypostomus robinii,0,15,15,,,
3,19/11/2010,Lower Aripo d,Crenicichla frenata,1,0,3.8,,,
3,19/11/2010,Lower Aripo d,Poecilia reticulata,19,0,0.11,10,2,7
4,19/11/2010,Lower Aripo u,Astyanax bimaculatus,3,0,4.5,,,
4,19/11/2010,Lower Aripo u,Astyanax bimaculatus,7,0,2.5,,,
4,19/11/2010,Lower Aripo u,Astyanax bimaculatus,6,0,1.5,,,
4,19/11/2010,Lower Aripo u,Astyanax bimaculatus,4,0,3.3,,,
4,19/11/2010,Lower Aripo u,Astyanax bimaculatus,1,0,7.3,,,
4,19/11/2010,Lower Aripo u,Astyanax bimaculatus,1,0,6.8,,,
4,19/11/2010,Lower Aripo u,Hemibrycon taeniurus,22,0,0.6,,,
4,19/11/2010,Lower Aripo u,Hemibrycon taeniurus,3,0,0.3,,,
4,19/11/2010,Lower Aripo u,Hemibrycon taeniurus,3,0,1.1,,,
4,19/11/2010,Lower Aripo u,Hemibrycon taeniurus,0,112,4,,,
4,19/11/2010,Lower Aripo u,Hypostomus robinii,1,0,130.1,,,
4,19/11/2010,Lower Aripo u,Rivulus hartii,1,0,0.5,,,
4,19/11/2010,Lower Aripo u,Poecilia reticulata,48,0,0.12,19,10,19
5,22/11/2010,Upper Aripo d,Hypostomus robinii,0,1,15,,,
5,22/11/2010,Upper Aripo d,Rivulus hartii,40,0,1,,,
5,22/11/2010,Upper Aripo d,Rivulus hartii,8,0,1.5,,,
5,22/11/2010,Upper Aripo d,Rivulus hartii,8,0,2,,,
5,22/11/2010,Upper Aripo d,Poecilia reticulata,52,0,0.17,5,6,41
5,22/11/2010,Upper Aripo d,Rivulus hartii,3,0,3,,,
5,22/11/2010,Upper Aripo d,Rivulus hartii,1,0,4.6,,,
5,22/11/2010,Upper Aripo d,Rivulus hartii,6,0,0.5,,,
6,22/11/2010,Upper Aripo u,Rivulus hartii,5,0,1.2,,,
6,22/11/2010,Upper Aripo u,Rivulus hartii,2,0,0.4,,,
6,22/11/2010,Upper Aripo u,Rivulus hartii,1,0,0.2,,,
6,22/11/2010,Upper Aripo u,Poecilia reticulata,235,0,0.17,30,22,185
8,30/11/2010,Acono d,Andinoacara pulcher,1,0,0.3,,,
8,30/11/2010,Acono d,Andinoacara pulcher,1,0,5.8,,,
8,30/11/2010,Acono d,Andinoacara pulcher,1,0,1.3,,,
8,30/11/2010,Acono d,Andinoacara pulcher,1,0,37.7,,,
8,30/11/2010,Acono d,Andinoacara pulcher,1,0,24.8,,,
8,30/11/2010,Acono d,Andinoacara pulcher,1,0,11,,,
8,30/11/2010,Acono d,Andinoacara pulcher,1,0,18.2,,,
8,30/11/2010,Acono d,Andinoacara pulcher,1,0,0.1,,,
8,30/11/2010,Acono d,Andinoacara pulcher,2,0,0.4,,,
8,30/11/2010,Acono d,Crenicichla frenata,1,0,0.2,,,
8,30/11/2010,Acono d,Crenicichla frenata,1,0,11,,,
8,30/11/2010,Acono d,Hoplias malabaricus,1,0,0.6,,,
8,30/11/2010,Acono d,Hypostomus robinii,1,0,0.1,,,
8,30/11/2010,Acono d,Poecilia reticulata,153,0,0.13,21,67,65
8,30/11/2010,Acono d,Synbranchus marmoratus,1,0,180.2,,,
9,30/11/2010,Acono u,Andinoacara pulcher,1,0,16.4,,,
9,30/11/2010,Acono u,Andinoacara pulcher,1,0,35.7,,,
9,30/11/2010,Acono u,Hoplias malabaricus,1,0,100,,,
9,30/11/2010,Acono u,Hypostomus robinii,2,0,0.3,,,
9,30/11/2010,Acono u,Hypostomus robinii,3,0,0.1,,,
9,30/11/2010,Acono u,Rhamdia quelen,1,0,76.7,,,
9,30/11/2010,Acono u,Rhamdia quelen,1,0,203.5,,,
9,30/11/2010,Acono u,Crenicichla frenata,1,0,46.6,,,
9,30/11/2010,Acono u,Crenicichla frenata,1,0,21.3,,,
9,30/11/2010,Acono u,Crenicichla frenata,1,0,13.2,,,
10,03/12/2010,Caura d,Andinoacara pulcher,3,0,30,,,
10,03/12/2010,Caura d,Andinoacara pulcher,2,0,20,,,
10,03/12/2010,Caura d,Andinoacara pulcher,1,0,10.1,,,
10,03/12/2010,Caura d,Andinoacara pulcher,1,0,54.6,,,
10,03/12/2010,Caura d,Andinoacara pulcher,2,0,42,,,
10,03/12/2010,Caura d,Andinoacara pulcher,1,0,15,,,
10,03/12/2010,Caura d,Andinoacara pulcher,1,0,15.3,,,
10,03/12/2010,Caura d,Andinoacara pulcher,1,0,18.4,,,
10,03/12/2010,Caura d,Hoplias malabaricus,1,0,57.6,,,
10,03/12/2010,Caura d,Hypostomus robinii,0,1,60,,,
10,03/12/2010,Caura d,Crenicichla frenata,3,0,26.4,,,
10,03/12/2010,Caura d,Crenicichla frenata,1,0,37.5,,,
10,03/12/2010,Caura d,Crenicichla frenata,1,0,12.6,,,
10,03/12/2010,Caura d,Poecilia reticulata,156,0,0.13,32,56,68
11,03/12/2010,Caura u,Hypostomus robinii,1,0,0.2,,,
11,03/12/2010,Caura u,Hypostomus robinii,1,0,10.3,,,
11,03/12/2010,Caura u,Poecilia reticulata,121,0,0.08,78,24,19
13,07/12/2010,Turure d,Astyanax bimaculatus,2,0,3.3,,,
13,07/12/2010,Turure d,Astyanax bimaculatus,1,0,8.8,,,
13,07/12/2010,Turure d,Astyanax bimaculatus,4,0,4.8,,,
13,07/12/2010,Turure d,Astyanax bimaculatus,2,0,6.3,,,
13,07/12/2010,Turure d,Astyanax bimaculatus,1,0,7.1,,,
13,07/12/2010,Turure d,Astyanax bimaculatus,1,0,22.4,,,
13,07/12/2010,Turure d,Astyanax bimaculatus,3,0,2.5,,,
13,07/12/2010,Turure d,Astyanax bimaculatus,2,0,3.8,,,
13,07/12/2010,Turure d,Astyanax bimaculatus,3,0,1.8,,,
13,07/12/2010,Turure d,Astyanax bimaculatus,1,0,1.3,,,
13,07/12/2010,Turure d,Astyanax bimaculatus,1,0,5.6,,,
13,07/12/2010,Turure d,Hemibrycon taeniurus,7,0,1.3,,,
13,07/12/2010,Turure d,Hemibrycon taeniurus,1,0,1.6,,,
13,07/12/2010,Turure d,Hemibrycon taeniurus,1,0,0.5,,,
13,07/12/2010,Turure d,Hemibrycon taeniurus,1,0,1,,,
13,07/12/2010,Turure d,Hoplias malabaricus,1,0,28.2,,,
13,07/12/2010,Turure d,Hypostomus robinii,1,0,0.2,,,
13,07/12/2010,Turure d,Odontostilbe pulcher,3,0,0.4,,,
13,07/12/2010,Turure d,Cichlasoma taenia,1,0,5.8,,,
13,07/12/2010,Turure d,Corynopoma riisei ,4,0,0.7,,,
13,07/12/2010,Turure d,Corynopoma riisei ,3,0,0.2,,,
13,07/12/2010,Turure d,Corynopoma riisei ,2,0,1.1,,,
13,07/12/2010,Turure d,Steindachnerina argentea,2,0,5.2,,,
13,07/12/2010,Turure d,Poecilia reticulata,12,0,0.11,5,3,4
14,07/12/2010,Turure u,Astyanax bimaculatus,2,0,4.9,,,
14,07/12/2010,Turure u,Astyanax bimaculatus,1,0,13.7,,,
14,07/12/2010,Turure u,Astyanax bimaculatus,2,0,3,,,
14,07/12/2010,Turure u,Astyanax bimaculatus,1,0,17.2,,,
14,07/12/2010,Turure u,Astyanax bimaculatus,2,0,10.6,,,
14,07/12/2010,Turure u,Astyanax bimaculatus,1,0,4.2,,,
14,07/12/2010,Turure u,Astyanax bimaculatus,2,0,7.3,,,
14,07/12/2010,Turure u,Astyanax bimaculatus,1,0,9,,,
14,07/12/2010,Turure u,Astyanax bimaculatus,2,0,2,,,
14,07/12/2010,Turure u,Astyanax bimaculatus,1,0,2.4,,,
14,07/12/2010,Turure u,Hemibrycon taeniurus,14,0,1,,,
14,07/12/2010,Turure u,Hemibrycon taeniurus,7,0,0.6,,,
14,07/12/2010,Turure u,Hemibrycon taeniurus,4,0,2,,,
14,07/12/2010,Turure u,Hemibrycon taeniurus,2,0,1.5,,,
14,07/12/2010,Turure u,Hemibrycon taeniurus,1,0,2.4,,,
14,07/12/2010,Turure u,Rivulus hartii,1,0,0.4,,,
14,07/12/2010,Turure u,Poecilia reticulata,40,0,0.12,18,4,18
101,14/12/2010,Quare d,Andinoacara pulcher,2,0,4.5,,,
101,14/12/2010,Quare d,Rivulus hartii,2,0,2,,,
101,14/12/2010,Quare d,Rivulus hartii,21,0,0.5,,,
101,14/12/2010,Quare d,Rivulus hartii,9,0,0.3,,,
101,14/12/2010,Quare d,Rivulus hartii,7,0,1.4,,,
101,14/12/2010,Quare d,Rivulus hartii,4,0,1,,,
101,14/12/2010,Quare d,Rivulus hartii,2,0,3.5,,,
101,14/12/2010,Quare d,Rivulus hartii,2,0,5,,,
101,14/12/2010,Quare d,Rivulus hartii,2,0,4.3,,,
101,14/12/2010,Quare d,Rivulus hartii,4,0,3,,,
101,14/12/2010,Quare d,Poecilia reticulata,68,0,0.13,20,17,31
102,14/12/2010,Quare u,Andinoacara pulcher,1,0,9,,,
102,14/12/2010,Quare u,Andinoacara pulcher,1,0,4.3,,,
102,14/12/2010,Quare u,Andinoacara pulcher,1,0,2.6,,,
102,14/12/2010,Quare u,Andinoacara pulcher,1,0,1.6,,,
102,14/12/2010,Quare u,Hemigrammus unilineatus,10,0,1.5,,,
102,14/12/2010,Quare u,Hemigrammus unilineatus,2,0,2.5,,,
102,14/12/2010,Quare u,Hemigrammus unilineatus,4,0,1,,,
102,14/12/2010,Quare u,Hemigrammus unilineatus,2,0,3,,,
102,14/12/2010,Quare u,Hemigrammus unilineatus,4,0,2,,,
102,14/12/2010,Quare u,Rivulus hartii,2,0,2.4,,,
102,14/12/2010,Quare u,Rivulus hartii,1,0,1,,,
102,14/12/2010,Quare u,Rivulus hartii,1,0,1.4,,,
102,14/12/2010,Quare u,Rivulus hartii,1,0,0.6,,,
102,14/12/2010,Quare u,Crenicichla frenata,1,0,20.4,,,
102,14/12/2010,Quare u,Crenicichla frenata,1,0,5.7,,,
102,14/12/2010,Quare u,Crenicichla frenata,1,0,10.8,,,
102,14/12/2010,Quare u,Poecilia reticulata,57,0,0.1,30,11,16
103,18/12/2010,Maracas d,Andinoacara pulcher,1,0,15.7,,,
103,18/12/2010,Maracas d,Andinoacara pulcher,1,0,26.1,,,
103,18/12/2010,Maracas d,Andinoacara pulcher,1,0,9.2,,,
103,18/12/2010,Maracas d,Andinoacara pulcher,1,0,23.3,,,
103,18/12/2010,Maracas d,Andinoacara pulcher,1,0,45.7,,,
103,18/12/2010,Maracas d,Andinoacara pulcher,1,0,4.3,,,
103,18/12/2010,Maracas d,Andinoacara pulcher,1,0,10.1,,,
103,18/12/2010,Maracas d,Astyanax bimaculatus,0,45,13,,,
103,18/12/2010,Maracas d,Andinoacara pulcher,0,12,15,,,
103,18/12/2010,Maracas d,Astyanax bimaculatus,1,0,5.8,,,
103,18/12/2010,Maracas d,Astyanax bimaculatus,1,0,3.8,,,
103,18/12/2010,Maracas d,Astyanax bimaculatus,1,0,9.1,,,
103,18/12/2010,Maracas d,Astyanax bimaculatus,1,0,6.7,,,
103,18/12/2010,Maracas d,Astyanax bimaculatus,1,0,5.1,,,
103,18/12/2010,Maracas d,Astyanax bimaculatus,1,0,10.9,,,
103,18/12/2010,Maracas d,Astyanax bimaculatus,1,0,5.1,,,
103,18/12/2010,Maracas d,Hemibrycon taeniurus,1,0,2.7,,,
103,18/12/2010,Maracas d,Hemibrycon taeniurus,0,15,4,,,
103,18/12/2010,Maracas d,Rivulus hartii,1,0,1.6,,,
103,18/12/2010,Maracas d,Poecilia reticulata,159,0,0.09,87,32,40
104,18/12/2010,Maracas u,Andinoacara pulcher,1,0,43,,,
104,18/12/2010,Maracas u,Andinoacara pulcher,1,0,8,,,
104,18/12/2010,Maracas u,Andinoacara pulcher,1,0,27.3,,,
104,18/12/2010,Maracas u,Astyanax bimaculatus,3,0,3.5,,,
104,18/12/2010,Maracas u,Astyanax bimaculatus,3,0,5,,,
104,18/12/2010,Maracas u,Astyanax bimaculatus,3,0,4.4,,,
104,18/12/2010,Maracas u,Astyanax bimaculatus,1,0,2.8,,,
104,18/12/2010,Maracas u,Astyanax bimaculatus,1,0,17.4,,,
104,18/12/2010,Maracas u,Astyanax bimaculatus,1,0,24.7,,,
104,18/12/2010,Maracas u,Astyanax bimaculatus,1,0,5.6,,,
104,18/12/2010,Maracas u,Astyanax bimaculatus,1,0,36.7,,,
104,18/12/2010,Maracas u,Astyanax bimaculatus,1,0,6.8,,,
104,18/12/2010,Maracas u,Hemibrycon taeniurus,3,0,1.8,,,
104,18/12/2010,Maracas u,Hemibrycon taeniurus,2,0,2.4,,,
104,18/12/2010,Maracas u,Hemibrycon taeniurus,1,0,1.4,,,
104,18/12/2010,Maracas u,Rivulus hartii,1,0,1,,,
104,18/12/2010,Maracas u,Crenicichla frenata,1,0,6.2,,,
104,18/12/2010,Maracas u,Crenicichla frenata,0,1,7,,,
104,18/12/2010,Maracas u,Hypostomus robinii,0,1,40,,,
104,18/12/2010,Maracas u,Poecilia reticulata,1,0,0.04,1,0,0
35,13/01/2011,Lopinot d,Poecilia reticulata,197,0,0.13,41,75,81
35,13/01/2011,Lopinot d,Andinoacara pulcher,1,0,12.1,,,
35,13/01/2011,Lopinot d,Andinoacara pulcher,1,0,3.1,,,
35,13/01/2011,Lopinot d,Andinoacara pulcher,1,0,7.1,,,
35,13/01/2011,Lopinot d,Andinoacara pulcher,1,0,3,,,
35,13/01/2011,Lopinot d,Hemibrycon taeniurus,1,0,2.2,,,
35,13/01/2011,Lopinot d,Rivulus hartii,1,0,0.6,,,
35,13/01/2011,Lopinot d,Crenicichla frenata,1,0,0.9,,,
35,13/01/2011,Lopinot d,Crenicichla frenata,1,0,0.8,,,
35,13/01/2011,Lopinot d,Crenicichla frenata,1,0,0.7,,,
35,13/01/2011,Lopinot d,Hypostomus robinii,0,1,55,,,
36,13/01/2011,Lopinot u,Andinoacara pulcher,1,0,5.7,,,
36,13/01/2011,Lopinot u,Andinoacara pulcher,1,0,4.8,,,
36,13/01/2011,Lopinot u,Andinoacara pulcher,1,0,3.9,,,
36,13/01/2011,Lopinot u,Andinoacara pulcher,1,0,16.1,,,
36,13/01/2011,Lopinot u,Andinoacara pulcher,1,0,20.8,,,
36,13/01/2011,Lopinot u,Andinoacara pulcher,1,0,11.8,,,
36,13/01/2011,Lopinot u,Andinoacara pulcher,1,0,6.6,,,
36,13/01/2011,Lopinot u,Andinoacara pulcher,1,0,25.2,,,
36,13/01/2011,Lopinot u,Andinoacara pulcher,1,0,38.4,,,
36,13/01/2011,Lopinot u,Andinoacara pulcher,1,0,32.8,,,
36,13/01/2011,Lopinot u,Andinoacara pulcher,1,0,6.4,,,
36,13/01/2011,Lopinot u,Andinoacara pulcher,1,0,14,,,
36,13/01/2011,Lopinot u,Andinoacara pulcher,1,0,7.3,,,
36,13/01/2011,Lopinot u,Andinoacara pulcher,1,0,5,,,
36,13/01/2011,Lopinot u,Rivulus hartii,1,0,1,,,
36,13/01/2011,Lopinot u,Rivulus hartii,1,0,0.5,,,
36,13/01/2011,Lopinot u,Poecilia reticulata,187,0,0.11,72,46,69
35,13/01/2011,Lopinot d,Eudaniela garmani,1,0,5.1,,,
36,13/01/2011,Lopinot u,Eudaniela garmani,1,0,60,,,
37,14/01/2011,Lower Aripo d,Astyanax bimaculatus,1,0,1,,,
37,14/01/2011,Lower Aripo d,Astyanax bimaculatus,2,0,1.5,,,
37,14/01/2011,Lower Aripo d,Astyanax bimaculatus,14,0,2,,,
37,14/01/2011,Lower Aripo d,Astyanax bimaculatus,10,0,2.5,,,
37,14/01/2011,Lower Aripo d,Astyanax bimaculatus,22,0,3,,,
37,14/01/2011,Lower Aripo d,Astyanax bimaculatus,7,0,3.5,,,
37,14/01/2011,Lower Aripo d,Astyanax bimaculatus,9,0,4,,,
37,14/01/2011,Lower Aripo d,Astyanax bimaculatus,5,0,5,,,
37,14/01/2011,Lower Aripo d,Astyanax bimaculatus,4,0,4.5,,,
37,14/01/2011,Lower Aripo d,Astyanax bimaculatus,1,0,5.5,,,
37,14/01/2011,Lower Aripo d,Astyanax bimaculatus,1,0,6,,,
37,14/01/2011,Lower Aripo d,Astyanax bimaculatus,1,0,7.7,,,
37,14/01/2011,Lower Aripo d,Astyanax bimaculatus,1,0,7.3,,,
37,14/01/2011,Lower Aripo d,Corynopoma riisei ,2,0,1.1,,,
37,14/01/2011,Lower Aripo d,Corynopoma riisei ,2,0,0.2,,,
37,14/01/2011,Lower Aripo d,Corynopoma riisei ,2,0,0.8,,,
37,14/01/2011,Lower Aripo d,Corynopoma riisei ,1,0,2.9,,,
37,14/01/2011,Lower Aripo d,Corynopoma riisei ,1,0,0.3,,,
37,14/01/2011,Lower Aripo d,Corynopoma riisei ,1,0,0.5,,,
37,14/01/2011,Lower Aripo d,Corynopoma riisei ,1,0,0.9,,,
37,14/01/2011,Lower Aripo d,Hemibrycon taeniurus,2,0,0.8,,,
37,14/01/2011,Lower Aripo d,Hemibrycon taeniurus,2,0,2.7,,,
37,14/01/2011,Lower Aripo d,Hemibrycon taeniurus,1,0,2.5,,,
37,14/01/2011,Lower Aripo d,Hemibrycon taeniurus,1,0,0.9,,,
37,14/01/2011,Lower Aripo d,Hemibrycon taeniurus,1,0,2,,,
37,14/01/2011,Lower Aripo d,Hemibrycon taeniurus,1,0,1.2,,,
37,14/01/2011,Lower Aripo d,Hemibrycon taeniurus,1,0,3,,,
37,14/01/2011,Lower Aripo d,Hemibrycon taeniurus,2,0,2.2,,,
37,14/01/2011,Lower Aripo d,Hemibrycon taeniurus,1,0,3.9,,,
37,14/01/2011,Lower Aripo d,Hemibrycon taeniurus,1,0,0.6,,,
37,14/01/2011,Lower Aripo d,Hemibrycon taeniurus,2,0,1,,,
37,14/01/2011,Lower Aripo d,Hemibrycon taeniurus,2,0,1.6,,,
37,14/01/2011,Lower Aripo d,Hemibrycon taeniurus,3,0,1.3,,,
37,14/01/2011,Lower Aripo d,Hemibrycon taeniurus,1,0,1.4,,,
37,14/01/2011,Lower Aripo d,Hemibrycon taeniurus,1,0,1.8,,,
37,14/01/2011,Lower Aripo d,Andinoacara pulcher,0,1,15,,,
37,14/01/2011,Lower Aripo d,Poecilia reticulata,73,0,0.09,42,14,17
39,14/01/2011,Lower Aripo u,Andinoacara pulcher,1,0,1.9,,,
39,14/01/2011,Lower Aripo u,Astyanax bimaculatus,1,0,4.3,,,
39,14/01/2011,Lower Aripo u,Astyanax bimaculatus,1,0,5.8,,,
39,14/01/2011,Lower Aripo u,Astyanax bimaculatus,1,0,2.6,,,
39,14/01/2011,Lower Aripo u,Astyanax bimaculatus,1,0,2.1,,,
39,14/01/2011,Lower Aripo u,Astyanax bimaculatus,1,0,1.6,,,
39,14/01/2011,Lower Aripo u,Hemibrycon taeniurus,2,0,2.3,,,
39,14/01/2011,Lower Aripo u,Hemibrycon taeniurus,11,0,0.7,,,
39,14/01/2011,Lower Aripo u,Hemibrycon taeniurus,8,0,1.2,,,
39,14/01/2011,Lower Aripo u,Hemibrycon taeniurus,1,0,1.7,,,
39,14/01/2011,Lower Aripo u,Hemibrycon taeniurus,4,0,0.5,,,
39,14/01/2011,Lower Aripo u,Hemibrycon taeniurus,3,0,1,,,
39,14/01/2011,Lower Aripo u,Hemibrycon taeniurus,1,0,3.6,,,
39,14/01/2011,Lower Aripo u,Hemibrycon taeniurus,1,0,0.3,,,
39,14/01/2011,Lower Aripo u,Hemibrycon taeniurus,1,0,2.5,,,
39,14/01/2011,Lower Aripo u,Corydoras aeneus,1,0,4.4,,,
39,14/01/2011,Lower Aripo u,Corydoras aeneus,1,0,4.8,,,
39,14/01/2011,Lower Aripo u,Corydoras aeneus,1,0,7.4,,,
39,14/01/2011,Lower Aripo u,Corydoras aeneus,1,0,3.3,,,
39,14/01/2011,Lower Aripo u,Corydoras aeneus,1,0,3.9,,,
39,14/01/2011,Lower Aripo u,Corydoras aeneus,2,0,3,,,
39,14/01/2011,Lower Aripo u,Poecilia reticulata,60,0,0.09,34,10,16
37,14/01/2011,Lower Aripo d,Astyanax bimaculatus,0,78,13,,,
37,14/01/2011,Lower Aripo d,Hemibrycon taeniurus,0,22,4,,,
40,18/01/2011,Upper Aripo d,Rivulus hartii,17,0,0.3,,,
40,18/01/2011,Upper Aripo d,Rivulus hartii,11,0,0.8,,,
40,18/01/2011,Upper Aripo d,Rivulus hartii,3,0,0.2,,,
40,18/01/2011,Upper Aripo d,Rivulus hartii,5,0,0.6,,,
40,18/01/2011,Upper Aripo d,Rivulus hartii,6,0,0.9,,,
40,18/01/2011,Upper Aripo d,Rivulus hartii,11,0,0.4,,,
40,18/01/2011,Upper Aripo d,Rivulus hartii,12,0,0.5,,,
40,18/01/2011,Upper Aripo d,Rivulus hartii,2,0,1.4,,,
40,18/01/2011,Upper Aripo d,Rivulus hartii,2,0,2.1,,,
40,18/01/2011,Upper Aripo d,Rivulus hartii,32,0,1,,,
40,18/01/2011,Upper Aripo d,Rivulus hartii,2,0,1.2,,,
40,18/01/2011,Upper Aripo d,Rivulus hartii,3,0,0.7,,,
40,18/01/2011,Upper Aripo d,Rivulus hartii,2,0,4.3,,,
40,18/01/2011,Upper Aripo d,Rivulus hartii,2,0,1.1,,,
40,18/01/2011,Upper Aripo d,Rivulus hartii,1,0,3.3,,,
40,18/01/2011,Upper Aripo d,Rivulus hartii,16,0,2,,,
40,18/01/2011,Upper Aripo d,Rivulus hartii,1,0,3,,,
40,18/01/2011,Upper Aripo d,Rivulus hartii,1,0,0.1,,,
40,18/01/2011,Upper Aripo d,Rivulus hartii,1,0,1.7,,,
40,18/01/2011,Upper Aripo d,Rivulus hartii,1,0,4.2,,,
40,18/01/2011,Upper Aripo d,Rivulus hartii,1,0,5.4,,,
40,18/01/2011,Upper Aripo d,Rivulus hartii,2,0,4.4,,,
40,18/01/2011,Upper Aripo d,Rivulus hartii,5,0,4,,,
40,18/01/2011,Upper Aripo d,Rivulus hartii,1,0,4.7,,,
40,18/01/2011,Upper Aripo d,Rivulus hartii,2,0,2.2,,,
40,18/01/2011,Upper Aripo d,Rivulus hartii,1,0,2.4,,,
40,18/01/2011,Upper Aripo d,Rivulus hartii,2,0,1.8,,,
40,18/01/2011,Upper Aripo d,Rivulus hartii,2,0,2.7,,,
40,18/01/2011,Upper Aripo d,Rivulus hartii,1,0,3.8,,,
40,18/01/2011,Upper Aripo d,Rivulus hartii,1,0,4.9,,,
40,18/01/2011,Upper Aripo d,Ancistrus maracasae,1,0,1.7,,,
40,18/01/2011,Upper Aripo d,Ancistrus maracasae,4,0,6.5,,,
40,18/01/2011,Upper Aripo d,Ancistrus maracasae,1,0,1.9,,,
40,18/01/2011,Upper Aripo d,Ancistrus maracasae,2,0,12.5,,,
40,18/01/2011,Upper Aripo d,Ancistrus maracasae,1,0,11.6,,,
40,18/01/2011,Upper Aripo d,Ancistrus maracasae,1,0,9.2,,,
40,18/01/2011,Upper Aripo d,Ancistrus maracasae,1,0,4.6,,,
40,18/01/2011,Upper Aripo d,Ancistrus maracasae,1,0,5.4,,,
40,18/01/2011,Upper Aripo d,Ancistrus maracasae,1,0,7.4,,,
40,18/01/2011,Upper Aripo d,Hypostomus robinii,1,0,31,,,
40,18/01/2011,Upper Aripo d,Poecilia reticulata,76,0,0.18,2,13,61
41,18/01/2011,Upper Aripo u,Rivulus hartii,1,0,1.7,,,
41,18/01/2011,Upper Aripo u,Rivulus hartii,11,0,0.3,,,
41,18/01/2011,Upper Aripo u,Rivulus hartii,3,0,0.1,,,
41,18/01/2011,Upper Aripo u,Rivulus hartii,3,0,0.4,,,
41,18/01/2011,Upper Aripo u,Rivulus hartii,6,0,0.8,,,
41,18/01/2011,Upper Aripo u,Rivulus hartii,4,0,1,,,
41,18/01/2011,Upper Aripo u,Rivulus hartii,6,0,0.6,,,
41,18/01/2011,Upper Aripo u,Rivulus hartii,2,0,4.7,,,
41,18/01/2011,Upper Aripo u,Rivulus hartii,1,0,4.5,,,
41,18/01/2011,Upper Aripo u,Rivulus hartii,7,0,0.2,,,
41,18/01/2011,Upper Aripo u,Rivulus hartii,5,0,0.5,,,
41,18/01/2011,Upper Aripo u,Rivulus hartii,2,0,2.1,,,
41,18/01/2011,Upper Aripo u,Rivulus hartii,1,0,5.9,,,
41,18/01/2011,Upper Aripo u,Rivulus hartii,2,0,4.9,,,
41,18/01/2011,Upper Aripo u,Rivulus hartii,4,0,1.6,,,
41,18/01/2011,Upper Aripo u,Rivulus hartii,4,0,0.9,,,
41,18/01/2011,Upper Aripo u,Rivulus hartii,5,0,1.3,,,
41,18/01/2011,Upper Aripo u,Rivulus hartii,1,0,2.8,,,
41,18/01/2011,Upper Aripo u,Rivulus hartii,2,0,0.7,,,
