"","SRintercept","SRslope","intercept","slope","Study_ID"
"10",1.92087434434751,0.000910719724225317,6.1667297100343,-0.0139889870604124,"10"
"18",2.56653297230806,0.000551607853013218,6.15716451509957,-0.00104662718492567,"18"
"33",3.59601105528466,0.00552028933587614,17.8747933553831,0.0172835169335555,"33"
"39",2.0023379560273,-0.0137977750149287,4.95038086799803,-0.0193883289727565,"39"
"41",2.67412106945897,-0.00357161935019973,4.61001343207884,-0.00926112816584646,"41"
"42",2.40076557333983,0.00494909594483378,4.97123862432005,0.0135610935743694,"42"
"44",3.54932750021261,0.0124391469921074,5.65074713693139,0.0118925085803398,"44"
"45",3.85374346919454,-0.000428803635506405,7.80353106883368,-0.00556271230717937,"45"
"46",1.34120007727376,0.000774985618716019,5.02726951364335,0.0205459545947158,"46"
"47",1.35713446086528,0.00327982180358341,5.47944123308944,-0.0117632245371852,"47"
"51",0.338654469119381,0.00462694317296366,3.23212096261875,-0.027687458612832,"51"
"52",1.5760503393151,0.00315486244730103,3.48685951702084,-0.00716480501119697,"52"
"53",1.93954879221464,-0.00219118959225642,4.00031992865717,-0.0248838609360765,"53"
"54",1.58894277244806,0.00706054686412939,5.96122845426133,-0.00310603697569824,"54"
"56",3.28348412920267,-0.0169379665589801,7.66565517782615,0.0017424980637138,"56"
"57",2.14015150042631,0.00778631947110207,7.01230859945621,0.0456532220561299,"57"
"58",1.52591714254328,-0.02561333336129,4.7658495561469,-0.0364092281803592,"58"
"59",2.7965561845687,-0.00501915615533347,6.57704826085276,0.00055861174209494,"59"
"60",4.65170931044564,-0.00187226652607324,10.9601011976061,-0.00261531284578366,"60"
"63",0.312557387085221,0.0253074476150234,3.51587798117504,0.043769460459633,"63"
"67",1.88490241380563,0.0233243920126132,5.75153917410273,0.00845307765228126,"67"
"68",1.56302367368191,0.00317723445338039,6.51963644540558,0.00329950293395987,"68"
"69",2.11507150747927,0.00333735509143685,7.51333982432848,-0.000883090789034213,"69"
"70",1.90785535193988,-0.00122695097247206,8.11071253443984,0.154604875356204,"70"
"71",4.07281953080165,0.000341795578034208,19.5884348626166,0.00914337678371164,"71"
"72",2.82920928100271,0.00115347648895504,10.2365450688046,-0.0112369442521321,"72"
"73",2.44875327648577,0.00369233027542233,8.33674596256163,0.0068934698495706,"73"
"74",0.922389724063534,0.000297543011399183,6.65077886953169,-0.00151295794886073,"74"
"75",3.72719871282123,-0.00162784899517247,15.4745756415253,1.5892564112351e-05,"75"
"76",1.86111219247935,0.00608024964192116,6.47148820763716,-0.00618576602995427,"76"
"77",1.54928252702687,0.00694368801549203,6.44139389294688,0.00181754953271101,"77"
"78",1.14462357117261,0.0704109363683931,7.81468407263788,0.0867350812766112,"78"
"81",1.58032053721865,0.0248226595803091,7.27760598306903,8.88097814629126e-05,"81"
"84",3.01412424119219,0.00734073103653322,5.93594196896581,-0.0128565588226397,"84"
"85",3.03508154340489,-0.029749444538948,8.99289387100433,-0.0157979180594952,"85"
"86",3.52622263626755,0.00316455270276053,9.95296934306452,-0.0173255645978892,"86"
"87",3.10164667576175,0.0141997724261469,8.14118795163556,0.0144773147472919,"87"
"90",2.54455392708445,-0.00206593825623134,5.15305094750732,-0.000141873220118654,"90"
"91",1.89820351419354,-0.00684033329429817,8.98147731910321,-0.0275937248304364,"91"
"92",1.87010066970878,-0.00478735562489831,3.31744296555697,0.0136384678258777,"92"
"96",2.89519686801548,0.00538300620923276,9.06445507828589,0.0160876338368132,"96"
"97",2.98892214742413,0.0096715355143709,8.26677215816192,-0.120056849853729,"97"
"98",2.50580400818946,0.00252278639823838,8.71422810744262,0.0032617282518939,"98"
"100",2.16599758808313,0.00190538464556118,6.2633922460206,0.0126963300795879,"100"
"101",1.11036084818169,0.0105667415921385,8.87395020622077,0.0226982966552371,"101"
"108",3.00610293745493,-0.00818457978110295,9.39675678408734,-0.0703242696480797,"108"
"110",4.46630104208187,0.0157444694825864,7.39033878028623,0.0147319144540022,"110"
"112",1.38867558477226,-0.00339479120324456,9.5640860095634,-0.00346515997395256,"112"
"113",4.47200716131084,-0.0424945932598889,5.85777923643929,-0.0451783474171938,"113"
"117",1.40408353116951,-0.00268158869283964,2.43804066399667,-0.00236594670793408,"117"
"119",2.67877447474529,0.0291746730417901,9.34398405022967,0.0227189562145067,"119"
"120",3.40540764339258,-0.00619018108769308,6.27915770564545,0.00206303313732458,"120"
"121",2.77609454276966,0.00108103496259042,5.88271254387131,-0.00156453709326368,"121"
"122",3.82500998529859,-0.00109750902003117,8.9255257481317,0.00536017153609777,"122"
"123",3.06307750476411,0.00382529797641696,11.166111760239,0.0204540278148683,"123"
"124",4.47921062608291,-0.0124541298477435,6.55011164485009,-0.0119090556057687,"124"
"125",2.11366149930193,0.00217630917910306,7.05102082812972,-0.0166889370708916,"125"
"126",3.49815045513725,0.00593175794198116,6.50058244009221,0.0114204779405514,"126"
"127",1.44442562699226,-0.0143157503829026,5.16092081897796,-0.0511315248058817,"127"
"128",3.88808902327134,-0.00298397241925851,6.08504236771331,0.00748613561197957,"128"
"129",5.83577368470958,-0.00866023506083421,9.721110951923,-0.0104186616073758,"129"
"133",2.79350823599215,-0.00525696772579994,7.780178138408,0.032356867448008,"133"
"142",2.85941986431493,0.0207386935846476,7.35606952292826,0.0601582052626197,"142"
"143",2.39875069337287,-0.00211149014769324,11.8536238006639,-0.0148259550660512,"143"
"147",2.05630581500016,-0.0189375599758656,2.13170619189428,-0.0124569449119871,"147"
"150",2.12678343699897,0.00900290271439331,3.1066129386127,0.0097579009711933,"150"
"152",1.1403690432208,0.0113727672666341,7.50019196596461,-0.0405322164672345,"152"
"162",4.63238246040219,0.0178112248481022,7.29941278836686,0.00902389603471369,"162"
"163",2.9296241385471,0.00578728581331049,19.2318645654117,0.0140591204304639,"163"
"164",2.29389966585066,0.00434959638740216,4.52331522608452,0.00251788846774885,"164"
"166",3.20397490572364,0.00297063558300097,10.3898178459925,-0.0319836553393602,"166"
"169",3.26183375895573,0.000871135202699173,9.07281031847994,0.00993535756081232,"169"
"171",2.64696951911943,-0.00826918724626409,7.97463205579145,-0.0620694477302367,"171"
"172",2.07748468864573,0.013632426907941,8.73904559039355,-0.0308495510118252,"172"
"173",3.07185447631221,0.0362616049763592,4.05504850352865,0.0537770778480478,"173"
"176",3.54594529507816,0.0057589132280316,10.7850801969524,-0.0854475812243589,"176"
"178",3.10283541956512,0.0127939733720236,5.13614475272878,0.0122485552601868,"178"
"180",3.30844344096394,-0.00098646220968529,10.7841735100373,0.0135449162551358,"180"
"182",1.91415339408066,0.0325422081393822,8.25731103896493,0.124849467758055,"182"
"183",1.5963752741133,0.00758494806884197,10.3359157997519,0.0325204958799574,"183"
"184",3.80352861412838,-0.00294475806594294,6.05962077997333,0.00428973903316226,"184"
"186",5.31093345493257,-0.00693098524469875,8.16956105354504,0.00324966493160727,"186"
"187",4.35416310619448,-0.0353134704219164,6.92554558596962,-0.035293813026307,"187"
"189",3.46557109389715,6.19339906440725e-05,7.92386862569463,-0.00313142037864584,"189"
"190",3.29791770270528,-0.00150044388460865,7.40480423490845,0.00992407364083025,"190"
"191",4.25052258961832,-0.0269861504808022,9.43233675013783,0.0597380601210995,"191"
"192",1.71584954612801,-0.0148768761780445,9.11256294423474,-0.00727704884452924,"192"
"193",0.557806698476685,-0.00302587847253826,5.80994247167531,0.0670147503065694,"193"
